Id,year,CountryName,gdp,transport,retail,mining,life,import,house,gge,gfix,gcf,fertility,fce,export,cons,agri
1,1975,Albania ,2289.472183796006,1.949968212901841,9.050661161024362,33.8660253072093,68.734,22.27905947987903,57.95314475454659,9.079867495825422,33.79986782466975,36.34250017417558,4.235,67.03301225037201,22.49952982735344,10.20078596189068,36.87717336213025
1,1976,Albania ,2298.636292417,1.961366956639997,9.103603924472964,33.84276182990952,69.108,22.27736601218705,57.87771095561474,9.063269683799396,33.88668250768654,36.60161821447054,4.099,66.94098063941414,22.33074993501531,10.19190968340627,36.7978596993621
1,1977,Albania ,2308.691986275508,1.923054692016748,8.925732100401755,33.98568037662538,69.447,22.23846983395896,58.00689944473838,9.12355958918215,33.97575383074576,36.17703419010233,3.966,67.13045903392052,22.52695938916797,10.23787933220696,36.98345532323296
1,1978,Albania ,2319.317993445281,,,,,,,,,,,,,,
1,1979,Albania ,2330.62545090641,,,,,,,,,,,,,,
1,1980,Albania ,2347.084121392406,,,,,,,,,,,,,,
2,1960,Angola,1252.984985025047,,,,33.251,,,,,,7.478,,,,
2,1961,Angola,1396.110543338449,,,,33.573,,,,,,7.524,,,,
2,1962,Angola,1335.263151896544,,,,33.914,,,,,,7.563,,,,
2,1963,Angola,1380.400708514904,,,,34.272,,,,,,7.592,,,,
2,1964,Angola,1509.537123033543,,,,34.645,,,,,,7.611,,,,
2,1965,Angola,1595.772235744285,,,,35.031,,,,,,7.619,,,,
2,1966,Angola,1660.177841864936,,,,35.426,,,,,,7.618,,,,
2,1967,Angola,1727.30891788022,,,,35.828,,,,,,7.613,,,,
2,1968,Angola,1672.216424092177,,,,36.234,,,,,,7.608,,,,
2,1969,Angola,1691.44868970753,,,,36.64,,,,,,7.604,,,,
2,1970,Angola,1767.688390199417,4.672897196261682,13.08411214953271,35.51401869158879,37.047,33.02752293577982,46.78899082568807,28.44036697247707,23.85321100917431,24.77064220183486,7.601,75.22935779816513,35.77981651376147,4.672897196261682,14.01869158878505
2,1971,Angola,1728.328579546136,4.504504504504505,12.61261261261261,35.13513513513513,37.46,32.74336283185841,46.90265486725663,28.31858407079646,23.89380530973451,24.7787610619469,7.603,75.22123893805311,35.39823008849557,4.504504504504505,14.41441441441442
2,1972,Angola,1711.728093917572,4.587155963302751,12.84403669724771,34.86238532110092,37.878,33.33333333333334,46.84684684684684,28.82882882882883,23.42342342342342,24.32432432432433,7.606,74.77477477477478,35.13513513513514,4.587155963302751,14.67889908256881
2,1973,Angola,1789.470697334362,4.132231404958678,12.39669421487603,34.7107438016529,38.297,33.33333333333334,46.34146341463416,28.45528455284553,23.57723577235773,24.39024390243903,7.611,74.79674796747969,35.77235772357724,4.958677685950414,14.04958677685951
2,1974,Angola,1710.565959837608,4.25531914893617,12.76595744680851,34.75177304964539,38.712,33.56643356643357,46.15384615384615,28.67132867132867,23.77622377622378,24.47552447552448,7.614,74.82517482517483,35.66433566433567,4.964539007092199,14.18439716312057
2,1975,Angola,1072.814251404522,4.807692307692308,12.5,35.57692307692307,39.11,32.07547169811321,46.22641509433962,28.30188679245283,23.58490566037736,24.52830188679245,7.615,74.52830188679245,34.90566037735849,4.807692307692308,14.42307692307692
2,1976,Angola,953.8205484813069,4.347826086956522,13.04347826086957,35.65217391304348,39.478,33.33333333333334,47.00854700854701,28.2051282051282,23.07692307692308,23.93162393162393,7.609,74.35897435897435,35.8974358974359,4.347826086956522,14.78260869565217
2,1977,Angola,940.8288574064275,4.6875,12.5,35.15625,39.81,33.84615384615385,46.15384615384615,28.46153846153846,23.84615384615385,24.61538461538462,7.594,75.3846153846154,35.38461538461539,4.6875,14.0625
2,1978,Angola,960.20791515433,,,,,,,,,,,,,,
2,1979,Angola,958.3813892996656,,,,,,,,,,,,,,
2,1980,Angola,961.4300883275892,,,,,,,,,,,,,,
3,1960,Australia ,8790.908221412563,,,,70.81707317073172,,,,,,3.453,,,,
3,1961,Australia ,8653.137983174343,,,,70.97317073170733,,,,,,3.54,,,,
3,1962,Australia ,9026.798412000851,,,,70.94243902439025,,,,,,3.442,,,,
3,1963,Australia ,9399.914538794452,,,,70.91170731707319,,,,,,3.332,,,,
3,1964,Australia ,9848.90407676597,,,,70.88097560975611,,,,,,3.146,,,,
3,1965,Australia ,10151.85782730958,,,,70.85024390243903,,,,,,2.977,,,,
3,1966,Australia ,10241.28270901202,,,,70.81951219512196,,,,,,2.881,,,,
3,1967,Australia ,10732.7465090062,,,,70.86926829268293,,,,,,2.848,,,,
3,1968,Australia ,11148.30527382194,,,,70.91902439024392,,,,,,2.888,,,,
3,1969,Australia ,11560.99528054062,,,,70.96878048780488,,,,,,2.886,,,,
3,1970,Australia ,12023.54472613301,8.64748394183478,11.494019684376,30.85698588370624,71.01853658536587,12.92385484830458,53.93367043426531,13.91532817767202,30.67122744398176,32.12621455482847,2.859,67.84899861193733,12.64872099940511,8.789701942647382,6.560489100256298
3,1971,Australia ,12289.52168939183,8.646428157078095,11.3675644939613,30.2736730918442,71.06829268292684,12.02066719083455,54.13456138380322,14.42210490845783,30.10221273727957,30.45714927552511,2.961,68.55666629226104,12.81365831742109,8.769815869896313,6.626937189733879
3,1972,Australia ,12404.41678682553,8.327074282380217,11.16977064265057,29.29770562824272,71.45756097560977,11.07227511952111,53.95725362580852,14.62175083363464,29.09485356152826,28.4118757783938,2.744,68.57900445944317,14.14165762725483,8.56925075254326,7.891673429913768
3,1973,Australia ,12878.09034109593,8.035696260753031,11.2728202546746,28.56954808762811,71.84682926829269,13.25530892031232,53.0278666511944,14.4571722228669,28.51814399151236,30.60689952422791,2.491,67.4850388740613,13.13760920378628,8.319729458573235,8.964515889925687
3,1974,Australia ,12985.12401555985,8.095928985339072,11.45639077649637,28.19263386045321,72.23609756097562,14.76144327869773,55.37577774968749,16.80641582044692,25.88659953089229,26.84588266689139,2.397,72.18219357013442,14.26986334077726,8.877760068281333,6.511734428938635
3,1975,Australia ,13169.83022786354,8.180002344890058,11.35585816659059,28.26599360673482,72.62536585365855,13.40482251789231,55.27643018396656,17.89351073538595,26.2452567366348,26.4614054469475,2.148,73.1699409193525,13.51289687304866,8.969935777639872,5.644102946672811
3,1976,Australia ,13558.83726779491,8.155458189807778,11.2553997600587,28.21984275249447,73.01463414634148,14.67387912202226,56.21554145428066,17.47113284094455,25.81608238843233,26.99573494226568,2.06,73.68667429522522,14.01123478622698,8.720834758579111,5.511463264606669
3,1977,Australia ,13546.37241457713,8.060647222162288,11.09486661129014,28.21220467918382,73.34439024390244,14.61504753558024,57.35801246022825,17.84918170213577,26.34557128431802,25.84258959361366,2.007,75.20719416236402,13.61765770571761,8.667910926933214,4.957350591669202
3,1978,Australia ,13768.65095518156,,,,,,,,,,,,,,
3,1979,Australia ,14319.54180794486,,,,,,,,,,,,,,
3,1980,Australia ,14411.83916146115,,,,,,,,,,,,,,
4,1960,Austria ,6518.540002556958,,,,68.58560975609757,,,,,,2.69,,,,
4,1961,Austria ,6826.976959340836,,,,69.57731707317075,,,,,,2.78,,,,
4,1962,Austria ,6949.641676194666,,,,69.30951219512197,,,,,,2.8,,,,
4,1963,Austria ,7186.226058629471,,,,69.44365853658539,,,,,,2.82,,,,
4,1964,Austria ,7566.93048438073,,,,69.92195121951221,,,,,,2.79,,,,
4,1965,Austria ,7734.129898008346,,,,69.72219512195122,,,,,,2.7,,,,
4,1966,Austria ,8112.327859377395,,,,70.04585365853659,,,,,,2.66,,,,
4,1967,Austria ,8296.735338683839,,,,69.91780487804878,,,,,,2.62,,,,
4,1968,Austria ,8620.569913732268,,,,70.05756097560976,,,,,,2.58,,,,
4,1969,Austria ,9131.097673649771,,,,69.83317073170733,,,,,,2.49,,,,
4,1970,Austria ,9747.443648030838,8.659524323247059,15.6643774096532,34.64356493524335,69.91463414634147,27.44544585880605,55.12944024831449,14.10068569415539,27.29525275166419,31.12072187005479,2.29,69.23012594246988,27.39175710285775,8.811294152485797,7.401513609363963
4,1971,Austria ,10200.14447071535,8.438812669204749,16.22970776263774,34.20473327840707,70.11463414634147,27.32203174800225,55.32694145428469,14.17713385677564,29.41154065796895,31.11397740113845,2.2,69.50407531106035,27.03535471941126,9.547455026504117,6.497894374084104
4,1972,Austria ,10770.65682634914,8.496987897558412,16.31420519730595,33.88494214151499,70.46341463414635,27.34225102656737,54.68850223200058,14.03092252322511,31.90310553368574,32.08348568101442,2.08,68.71942475522569,26.93066648068045,10.42756664048623,6.40067557066371
4,1973,Austria ,11234.60427372905,8.535322265416541,14.51329798874456,34.17425916146325,71.01463414634146,27.51420614455992,54.19421648106533,14.46646395599836,30.1050596359178,32.3299789749211,1.94,68.6606804346826,26.91936698826361,10.23515209078565,6.73643734011451
4,1974,Austria ,11657.79142044033,8.176135404902336,14.85883193033325,34.19000539469065,71.01219512195122,30.42765335971,53.95095780874924,15.11833339950678,29.99154273189159,32.61061881758143,1.91,69.06929120825602,29.11436979780638,10.17901313757737,6.191840790155078
4,1975,Austria ,11646.40845779396,8.315838107740541,15.39353879791608,32.04116842383461,71.11463414634149,28.48043490103079,56.6556071149171,16.53815117972059,28.14636110041592,27.23086903760883,1.83,73.19375829463769,28.09463583352902,10.14849992290979,5.78377001335955
4,1976,Austria ,12201.00389596228,9.12287784641849,17.38693526332994,29.84659792906779,71.56585365853658,31.13744695102038,57.12868917621339,16.9240652165973,27.57756781194085,28.58764237222626,1.69,74.05275439281068,28.75252640920049,8.442869014344332,5.750773487659471
4,1977,Austria ,12766.716478847,9.237427209884814,17.6052506799119,29.24671385537049,71.91463414634147,32.2963514159155,58.01345490581109,16.75576701109738,28.44528166811694,29.78026616344862,1.63,74.76922191690846,27.95395683563165,8.666065285235728,4.975878574148269
4,1978,Austria ,12730.64231077694,,,,,,,,,,,,,,
4,1979,Austria ,13448.04405633542,,,,,,,,,,,,,,
4,1980,Austria ,13759.17900059514,,,,,,,,,,,,,,
5,1960,Bahrain ,2843.368126913504,,,,51.868,,,,,,7.087,,,,
5,1961,Bahrain ,2882.446498102372,,,,53.234,,,,,,7.129,,,,
5,1962,Bahrain ,2930.541906822317,,,,54.589,,,,,,7.163,,,,
5,1963,Bahrain ,2994.159473886311,,,,55.91,,,,,,7.185,,,,
5,1964,Bahrain ,3072.824395388547,,,,57.181,,,,,,7.188,,,,
5,1965,Bahrain ,3173.460426337942,,,,58.387,,,,,,7.162,,,,
5,1966,Bahrain ,3282.853154341761,,,,59.523,,,,,,7.099,,,,
5,1967,Bahrain ,3401.927214354949,,,,60.595,,,,,,6.997,,,,
5,1968,Bahrain ,3520.274249034525,,,,61.608,,,,,,6.86,,,,
5,1969,Bahrain ,3645.566549733117,,,,62.559,,,,,,6.692,,,,
5,1970,Bahrain ,3787.892874457844,5.143984504276144,12.4829918729527,39.49314214788948,63.448,88.88927150848465,67.7268530945592,10.97101135215256,33.94864187512965,29.1823833540385,6.501,78.69786444671175,85.10995142760898,10.83500515097016,.9045130114746413
5,1971,Bahrain ,3982.619076845489,5.160715644829252,12.504224134392,39.00986365997557,64.274,88.74201979877266,67.77391804152153,10.88650723594735,35.05904636376319,29.77996741318548,6.297,78.66042574037736,84.64311636004712,11.18740644293311,.9037161432858671
5,1972,Bahrain ,4197.907471222529,5.132791055577804,12.35568454907486,40.21813334867444,65.042,88.96890095912708,67.22333246054737,11.26176726086094,31.98757210882387,27.96312631140713,6.094,78.4850997214083,85.95096976291779,10.31890848506099,.9190212022408861
5,1973,Bahrain ,4375.859813164678,5.138328446929755,12.58794266919943,39.25831440300819,65.75700000000001,88.95689408395884,68.18330922446015,10.76475896862926,34.79930760999306,29.80405618076511,5.899,78.94806788803092,84.73576819987572,10.99378867464892,.8909271861014968
5,1974,Bahrain ,4573.814477561419,5.210165469672589,12.56697670012079,37.58152131633411,66.42100000000001,88.30026407966103,67.91511298982552,10.63299626948393,38.39026012587215,31.5727198577494,5.721,78.54810948486261,83.24261130670841,12.22893729914786,.9013615171619279
5,1975,Bahrain ,3922.257372546376,5.045554650492965,11.89164563070754,43.99277094632127,67.04000000000001,89.64954449706571,65.5715752639106,12.38754633128176,22.77314831013004,22.5126030604522,5.56,77.95912159519234,89.87452958699747,7.605719282813964,.9668342276862564
5,1976,Bahrain ,4313.157882153978,5.154381556444335,13.26131340775777,36.47557609412216,67.616,88.92087405982122,71.06323932132888,9.273734083413064,43.23451448267842,35.32684541125451,5.417,80.33697355303457,81.09016396844847,12.95042238795164,.8094760840907467
5,1977,Bahrain ,4444.111702902335,5.415351249866153,12.50709182142586,32.79215446025891,68.152,86.33037331848288,67.11052465232753,10.23770843248638,49.16311759958635,36.87871131048789,5.285,77.3482330848139,78.763140194459,15.75685124661966,.9311650213039482
5,1978,Bahrain ,4414.875887430129,,,,,,,,,,,,,,
5,1979,Bahrain ,4221.968069260444,,,,,,,,,,,,,,
5,1980,Bahrain ,4388.246401220576,,,,,,,,,,,,,,
6,1960,Belgium ,6952.087468608464,,,,69.70195121951221,,,,,,2.54,,,,
6,1961,Belgium ,7252.831176765804,,,,70.52097560975609,,,,,,2.63,,,,
6,1962,Belgium ,7583.094680204808,,,,70.21951219512197,,,,,,2.59,,,,
6,1963,Belgium ,7862.459738664885,,,,70.05146341463416,,,,,,2.68,,,,
6,1964,Belgium ,8340.770791075051,,,,70.75512195121952,,,,,,2.71,,,,
6,1965,Belgium ,8559.392893809336,,,,70.62536585365855,,,,,,2.61,,,,
6,1966,Belgium ,8775.952375943962,,,,70.70634146341465,,,,,,2.52,,,,
6,1967,Belgium ,9071.835923193637,,,,71.01292682926831,,,,,,2.41,,,,
6,1968,Belgium ,9415.524828463576,,,,70.69317073170733,,,,,,2.31,,,,
6,1969,Belgium ,10018.20508285913,,,,70.76487804878049,,,,,,2.27,,,,
6,1970,Belgium ,10610.82404698168,8.463628362622634,12.68301744167103,36.76090932474928,70.97195121951221,42.58816506286689,51.67021055345315,16.65648749078136,27.04996840873216,29.70250420421662,2.25,68.3266980442345,44.487449360969,7.543575686633422,4.23189209739343
6,1971,Belgium ,10969.55285603515,8.646128765959773,13.89671436469839,35.13929553173226,71.06048780487807,41.6378368164106,52.10809478622011,17.63210450342282,26.29741056215561,28.60120852308419,2.21,69.74019928964293,43.31103473027419,7.448540878466788,4.159618099869177
6,1972,Belgium ,11502.50795645322,8.697274839777512,13.46719663578857,34.91327491609682,71.40512195121951,40.90154128335647,52.06940836233424,18.14366828889112,25.41281094374824,26.60056789238574,2.09,70.21307665367534,43.67699290157452,7.108799908650298,4.758996559086766
6,1973,Belgium ,12169.96631890249,8.736866099172506,13.35314115313702,34.84850554881576,71.63536585365856,45.91500483620194,52.46374836544064,18.42205566984509,25.47462929511231,27.63620368742748,1.95,70.88580403528573,47.53104140207898,7.214801866372678,4.55155732771535
6,1974,Belgium ,12642.96975777555,9.285135256418597,13.50168174687062,35.14727347340567,71.98585365853658,52.15378671793565,51.84678846149863,18.78181257213536,27.02773758303284,30.33981539972291,1.83,70.6286010317956,52.34175866235842,7.615574548535967,3.479599006298295
6,1975,Belgium ,12440.7849062768,9.165485298260863,13.45313137818285,32.51794176187804,71.97121951219512,45.41272346455836,53.132208051303,20.98162057858872,26.70934849740665,26.6733809121147,1.74,74.11382862989171,45.43720039644031,7.900359220883042,3.515265075372361
6,1976,Belgium ,13122.31169095913,8.92226480753177,13.13660705156558,31.42038117458783,72.119756097561,48.05504103422852,52.9579911039957,21.13744014505777,26.14760605603275,27.01725534428087,1.73,74.09543124905346,48.04803174273545,7.9198076022707,3.497945187374183
6,1977,Belgium ,13189.94481663239,8.965839432090794,13.13546010629662,30.55627501803449,72.77390243902441,47.96432745381855,53.85068728928988,21.66402386362945,25.63189029595613,26.67542402677601,1.71,75.51471115291932,47.01182032451673,8.10889349733397,2.917173396476819
6,1978,Belgium ,13553.92331403807,,,,,,,,,,,,,,
6,1979,Belgium ,13860.6514048713,,,,,,,,,,,,,,
6,1980,Belgium ,14467.44119917131,,,,,,,,,,,,,,
7,1960,Botswana,402.5657454171529,,,,50.661,,,,,,6.615,,,,
7,1961,Botswana,410.2430260342551,,,,51.028,,,,,,6.632,,,,
7,1962,Botswana,415.4007479016569,,,,51.381,,,,,,6.649,,,,
7,1963,Botswana,422.1738546353523,,,,51.726,,,,,,6.666,,,,
7,1964,Botswana,430.2214266781673,,,,52.068,,,,,,6.681,,,,
7,1965,Botswana,436.8199460740448,,,,52.418,,,,,,6.692,,,,
7,1966,Botswana,472.5634200702874,,,,52.787,,,,,,6.698,,,,
7,1967,Botswana,512.9762713108527,,,,53.184,,,,,,6.697,,,,
7,1968,Botswana,557.0936209577178,,,,53.617,,,,,,6.687,,,,
7,1969,Botswana,601.4508724879717,,,,54.09,,,,,,6.67,,,,
7,1970,Botswana,647.2691284568737,4.424172126494815,9.242798902671151,15.61861943791677,54.609,72.09182432143128,85.86536596309594,19.71778585304111,49.92329563246399,58.58646638349308,6.645,105.5831539058042,25.14647365219133,8.163604989220048,36.33082807291021
7,1971,Botswana,747.1985386060276,4.438080043998176,9.206297620761351,15.74546266598077,55.176,72.86130715118519,73.32861066273087,17.16972264489611,66.50146205706595,65.20204055168512,6.615,90.49833330762696,33.80983718227338,8.067274908423009,36.32071586997531
7,1972,Botswana,955.9314272725843,4.37739976522129,9.266619047825303,15.50608596962442,55.782,71.65295040823654,70.08183616900115,14.0006058949058,66.85330552921725,65.85303253189048,6.582,84.08244206390695,38.11627854197708,8.331711854697167,36.3443844640389
7,1973,Botswana,1122.664568422507,4.510152635746125,9.365469107778099,15.20592928326134,56.415,73.33625466482674,68.68414579198596,15.24109657833487,61.41151158795298,65.7959381219645,6.547,83.92524152002544,39.60470192937974,7.951021944129498,36.39118940127609
7,1974,Botswana,1299.569417028186,4.595387253178895,9.331909507662212,16.25513065718184,57.065,69.14133392223913,63.07097998916985,16.3006474058103,42.93714577346206,55.81127881449214,6.51,79.37162739498015,37.64359945045041,7.857020304666356,35.05457013335418
7,1975,Botswana,1223.490388980952,3.948230427159936,8.888368374050639,18.18246466641188,57.721,67.8994707879824,63.48595101109989,17.92003223089369,34.61694167283073,48.710496605629,6.472,81.40598324199358,39.9870045503956,11.20152913657152,33.28844788638981
7,1976,Botswana,1381.491374179747,4.552327121895297,8.93100541016182,22.16319821578815,58.375,66.29431617419013,65.33633993898063,19.158254125265,27.07276963714001,41.61436536282731,6.433,84.49459406424562,42.2306600383728,10.11810666173493,28.53199164679349
7,1977,Botswana,1357.646463362065,4.788794495686013,9.090231049034941,24.02207825521762,59.016,68.00906859876187,67.60225265762374,21.3060682268768,24.94868760688198,32.87723861548679,6.392,88.90832057425763,48.16332149681146,9.442186539432436,25.13810270091686
7,1978,Botswana,1537.330178929648,,,,,,,,,,,,,,
7,1979,Botswana,1612.524253736672,,,,,,,,,,,,,,
7,1980,Botswana,1764.587857871758,,,,,,,,,,,,,,
8,1960,Cameroon ,832.000884090454,,,,48.928,,,,,,6.885,,,,
8,1961,Cameroon ,828.5848836729166,,,,49.123,,,,,,6.922,,,,
8,1962,Cameroon ,839.9794559605003,,,,49.4,,,,,,6.953,,,,
8,1963,Cameroon ,856.5126174688902,,,,49.771,,,,,,6.976,,,,
8,1964,Cameroon ,871.8373510165162,,,,50.235,,,,,,6.989,,,,
8,1965,Cameroon ,873.5883721436267,,,,50.772,,,,,,6.993,,,,
8,1966,Cameroon ,897.7757199725781,,,,51.349,,,,,,6.99,,,,
8,1967,Cameroon ,905.3036002140071,,,,51.934,,,,,,6.982,,,,
8,1968,Cameroon ,945.7651180637499,,,,52.511,,,,,,6.97,,,,
8,1969,Cameroon ,972.8466544073449,,,,53.078,,,,,,6.954,,,,
8,1970,Cameroon ,981.8406775741044,10.02629524663411,25.43845976262504,5.777705630016133,53.669,72.50820333128779,71.19082846165713,14.81728580472882,43.25997815902555,48.7754507547963,6.935,86.00811421869979,36.06598010596248,16.35970620150867,21.00765797204173
8,1971,Cameroon ,989.970686427342,9.988076417603654,25.41004030891292,5.739980478020289,54.331,72.38369412201399,71.2466337762381,14.75128774945452,43.22879269923847,48.68641906469556,6.913,85.99792152569262,36.00688305259882,16.39489982534568,21.35944246356163
8,1972,Cameroon ,1010.746615971078,9.997944471634469,25.46273197269563,5.699295580788388,55.096,72.48487352375649,71.18589067371896,14.75612124346139,43.36843633537627,48.82872286517347,6.887,85.94201191718035,36.07120888439993,16.39636777399719,20.87088575010492
8,1973,Cameroon ,1003.053138115986,10.07454673046165,25.52042928088768,5.731242651160458,55.973,72.70151456025761,71.03114020835191,14.84870271943269,43.55000819445392,49.0091916964764,6.855,85.87984292778461,36.30135376532378,16.3742888286046,21.66138726396637
8,1974,Cameroon ,1024.042420270544,10.2124008210256,25.5121612758354,5.848916705659176,56.94,72.98916038338086,70.91207733208282,15.05335509303883,43.63832372301731,49.06926447157419,6.818,85.96543245932364,36.55071584471708,16.33983334284694,22.9392806149968
8,1975,Cameroon ,1051.615202935339,9.858859107800683,25.28725456750981,5.868931314698668,57.95,71.98177385588025,71.57840006797535,14.67696214004736,42.51432983659249,48.28365565110404,6.771,86.2553622080227,35.39973901095853,16.29325280850584,22.88306069319962
8,1976,Cameroon ,1043.967646366567,9.796990994604391,25.26794939345369,5.551363416151841,58.937,71.76114829378734,71.52566066987451,14.42129752848334,43.07286542380989,48.24126062902074,6.714,85.94695819835783,35.71139769802833,16.57086004622938,22.30781362796335
8,1977,Cameroon ,1070.017637251525,10.04739671045016,25.72678787458002,5.495409468905725,59.837,72.99077063961947,70.88217520015483,14.7802887250299,44.06665457913848,49.5402419094064,6.645,85.66246392518474,36.39283806356172,16.40372403419145,21.47075963662813
8,1978,Cameroon ,1094.084263608241,,,,,,,,,,,,,,
8,1979,Cameroon ,1119.625518558914,,,,,,,,,,,,,,
8,1980,Cameroon ,1191.602666872536,,,,,,,,,,,,,,
9,1960,Canada,8752.507627924268,,,,41.546,,,,,,5.647,,,,
9,1961,Canada,8832.745004192922,,,,41.988,,,,,,5.705,,,,
9,1962,Canada,9276.909344428053,,,,42.429,,,,,,5.766,,,,
9,1963,Canada,9566.381691293434,,,,42.868,,,,,,5.828,,,,
9,1964,Canada,9999.364316051508,,,,43.304,,,,,,5.89,,,,
9,1965,Canada,10472.91668659581,,,,43.741,,,,,,5.949,,,,
9,1966,Canada,10946.13510939875,,,,44.184,,,,,,6.004,,,,
9,1967,Canada,11078.26999216658,,,,44.64,,,,,,6.058,,,,
9,1968,Canada,11479.06409183138,,,,45.111,,,,,,6.108,,,,
9,1969,Canada,11912.35221924133,,,,45.598,,,,,,6.157,,,,
9,1970,Canada,12050.49051525826,8.200864158034506,21.97909260233473,14.84359712484831,46.104,43.75546253629173,73.70585165024903,12.9902671904494,22.75993509180644,25.61467581966624,6.203,86.69611884069843,29.43130907692801,5.208297752291319,4.455031550079629
9,1971,Canada,12561.92568917299,8.970237066009622,21.09456759094236,13.99783900220918,46.627,43.69405573249157,73.71041280992576,12.62696758225266,24.69862070293727,27.97199352019219,6.246,86.3373803921784,27.65275771037118,4.651344482757459,4.15979943809275
9,1972,Canada,13072.49433462721,9.170668370846109,18.65376264896137,12.65657645139264,47.163,39.4534049545002,68.64288982628412,11.96630741042621,23.16109497095008,26.75236539652637,6.287,80.60919723671033,32.62196254608309,4.050995605371607,3.945902612140542
9,1973,Canada,13837.89534342517,9.545470592174466,16.83005594842271,12.47388186331075,47.705,39.84443743655319,67.99664128914472,11.74246532825023,22.54909027893464,26.95715689678661,6.328,79.7391066172214,33.82768008990101,3.698489723024324,5.223353747456557
9,1974,Canada,14204.68902324402,9.922188254276467,16.55287292891923,13.35941364347659,48.247,42.08903327417192,72.03584813470762,11.5779516880757,24.49600865399232,27.05444802050524,6.367,83.61379982278331,30.62101031471883,3.711082038071195,5.351296068579199
9,1975,Canada,14316.26251658825,9.225321813287108,16.57458370138847,13.45590870411171,48.784,42.39030273489693,71.10085409235535,10.86663795776569,27.12918121432022,28.96718801137692,6.406,81.96749205024972,31.21914778918873,4.326668411447833,4.933957917389725
9,1976,Canada,14902.39183586691,9.036776771484691,16.52197058325696,12.95003088744067,49.311,42.45976615712331,67.14907696428475,10.56330232652838,29.12861661865686,33.03604186727495,6.448,77.71237929081313,32.94324275347822,4.504408467213943,4.403110844730577
9,1977,Canada,15222.68074162478,8.499581512037187,16.24569499013968,13.16758118349569,49.825,41.82642431485004,68.27523834314934,10.41942689056692,30.02431796924418,33.40153612683838,6.492,78.69466523362819,30.83799021988194,4.420090942610528,3.861230989233693
9,1978,Canada,15680.2003636167,,,,,,,,,,,,,,
9,1979,Canada,16170.14528214064,,,,,,,,,,,,,,
9,1980,Canada,16175.7063915782,,,,,,,,,,,,,,
10,1960,Cape Verde ,507.520266016898,,,,71.13317073170732,,,,,,3.811,,,,
10,1961,Cape Verde ,524.639339901054,,,,71.34609756097562,,,,,,3.753,,,,
10,1962,Cape Verde ,539.4905098309031,,,,71.36707317073172,,,,,,3.681,,,,
10,1963,Cape Verde ,552.6302218848557,,,,71.38073170731708,,,,,,3.607,,,,
10,1964,Cape Verde ,564.1779375191371,,,,71.77634146341464,,,,,,3.456,,,,
10,1965,Cape Verde ,574.7202726515416,,,,71.87219512195124,,,,,,3.115,,,,
10,1966,Cape Verde ,584.7437298769764,,,,72.00439024390245,,,,,,2.749,,,,
10,1967,Cape Verde ,593.7794469612248,,,,72.20780487804879,,,,,,2.528,,,,
10,1968,Cape Verde ,602.3753327958011,,,,72.35341463414635,,,,,,2.386,,,,
10,1969,Cape Verde ,610.7324499565967,,,,72.50146341463415,,,,,,2.334,,,,
